product_name,NOV_23_quantity,NOV_23_amount,FEB_23_quantity,FEB_23_amount,MAR_23_quantity,MAR_23_amount,JAN_24_quantity,JAN_24_amount,JAN_23_quantity,JAN_23_amount,JUNE_23_quantity,JUNE_23_amount,APRIL_23_quantity,APRIL_23_amount,SEP_23_quantity,SEP_23_amount,OCT_23_quantity,OCT_23_amount,MAY_23_quantity,MAY_23_amount,JULY_23_quantity,JULY_23_amount,AUG_23_quantity,AUG_23_amount,DEC_23_quantity,DEC_23_amount
ANN.ROCKSALT 1KG,38.0,760.0,44.0,880.0,4.0,80.0,70.0,1383.0,64.0,1255.0,23.0,460.0,43.0,840.0,20.0,400.0,43.0,856.0,53.0,1013.0,46.0,915.0,73.0,1454.0,114.0,2129.0
MY SANDEL S,18.0,747.5,13.0,539.5,2.0,83.0,13.0,539.5,13.0,530.5,10.0,409.5,9.0,373.5,9.0,373.5,6.0,247.5,3.0,125.5,6.0,249.0,17.0,705.5,7.0,290.5
BABY CASHW,1.5,705.0,0.0,0.0,0.0,0.0,0.5,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,242.5,6.0,3120.0,0.0,0.0,0.0,0.0,3.0,1185.0
TAJ 250G,3.0,699.0,0.0,0.0,0.0,0.0,1.0,232.0,3.0,600.0,0.0,0.0,1.0,225.0,2.0,453.0,2.0,458.0,3.0,677.0,3.0,675.0,1.0,225.0,3.0,696.0
SOUMF 100GM,14.0,698.0,0.0,0.0,0.0,0.0,4.0,200.0,0.0,0.0,4.0,164.0,2.0,80.0,4.0,194.0,8.0,433.0,4.0,188.0,2.0,96.0,2.0,85.0,4.0,531.0
B L AVALAKI M,17.0,684.0,0.0,0.0,0.0,0.0,7.0,276.0,0.0,0.0,11.0,418.0,11.0,428.0,11.0,444.0,12.0,480.0,4.0,152.0,20.0,720.0,15.0,583.0,15.0,598.0
CASHW FINE 100GM,7.0,659.0,0.0,0.0,0.0,0.0,12.0,1090.0,0.0,0.0,9.0,853.0,6.0,555.0,21.0,1981.0,15.5,1472.5,11.0,1039.0,8.0,743.0,25.0,2374.0,27.0,2537.0
MAGGI 12RS,46.0,644.0,9.0,126.0,0.0,0.0,33.0,459.5,14.0,198.0,27.0,375.0,19.0,266.0,54.0,756.0,35.0,490.0,40.0,548.0,51.0,730.0,17.0,238.0,31.0,434.0
10KG BABA GOLD,1.0,640.0,1.0,620.0,0.0,0.0,4.0,2770.0,5.0,2860.0,1.0,600.0,4.0,2340.0,6.0,3850.0,4.0,2600.0,5.0,3000.0,17.0,5050.0,3.0,1920.0,8.0,5300.0
NANDINI 500ML,2.0,635.0,5.0,1500.0,0.0,0.0,2.0,640.0,6.0,1785.0,1.0,300.0,1.0,300.0,7.0,2230.0,7.0,2235.0,0.0,0.0,1.0,300.0,7.0,2106.0,6.0,1915.0
LIZOL 1LR,3.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,371.0,0.0,0.0,1.0,135.0,2.0,425.0,1.0,140.0,3.0,407.0,0.0,0.0,3.0,618.0,1.0,205.0
H N S SHAMPO 200,3.0,605.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,4.0,780.0,1.0,195.0,1.0,195.0,2.0,400.0,1.0,195.0,0.0,0.0,1.0,192.0,0.0,0.0
KABUL,3.25,604.75,5.1,844.0,0.0,0.0,5.75,1047.5,25.75,4224.25,3.25,486.0,3.0,466.0,9.45,1736.0,3.05,565.75,6.6,977.55,3.75,558.75,7.0,1062.25,6.5,1202.75
MTR T POW 100G,19.0,602.0,1.0,30.0,0.0,0.0,27.0,861.0,9.0,270.0,8.5,261.0,13.0,383.0,25.0,762.0,23.0,736.0,21.5,649.0,4.0,124.0,31.0,954.0,32.0,1002.0
SUNSILK 600ML,1.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYCLE 50RS,12.0,595.0,7.0,329.0,0.0,0.0,13.0,655.0,10.0,470.0,17.0,810.0,12.0,576.0,7.0,350.0,22.0,1080.0,11.0,521.0,21.0,1020.0,17.0,873.0,11.0,567.0
WHEAT FINE,12.9,589.6,94.0,4096.0,1.5,66.0,38.5,1751.5,150.15,6369.1,31.5,1260.0,28.25,1151.0,21.75,978.75,70.1,3100.4,14.0,560.0,11.0,462.0,67.75,2991.5,30.15,1375.4
LOBO,4.5,585.75,8.85,935.75,0.5,50.0,6.0,776.0,10.15,1111.5,15.0,1547.0,6.75,674.0,11.0,1456.5,5.1,669.25,6.85,701.8,6.75,762.5,13.0,1568.75,4.25,558.75
MAIDA SPL,13.0,585.0,39.25,1868.0,0.0,0.0,0.0,0.0,67.75,3202.0,22.0,1056.0,7.5,360.0,30.5,1237.5,1.0,45.0,47.0,2274.0,33.25,1644.0,23.0,1085.0,0.0,0.0
SH SP 100GM,10.0,580.0,1.0,48.0,0.0,0.0,0.0,0.0,5.0,242.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0
ALAYAM 5LR,1.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIFE BOY 36RS,16.0,580.0,0.0,0.0,0.0,0.0,10.0,350.0,0.0,0.0,13.0,455.0,16.0,561.0,29.0,1054.0,6.0,210.0,26.0,926.0,1.0,35.0,6.0,197.0,18.0,631.0
VIM 10 RS,58.0,580.0,95.0,949.0,1.0,10.0,51.0,510.0,88.0,875.5,55.0,541.5,58.0,579.0,54.0,536.5,64.0,639.6,43.0,430.0,42.0,418.0,57.0,566.0,62.5,622.9
COL SALT 100,8.0,560.0,0.0,0.0,0.0,0.0,7.0,490.0,2.0,128.0,2.0,140.0,1.0,64.0,0.0,0.0,1.0,70.0,5.0,340.0,4.0,280.0,6.0,420.0,5.0,354.0
SURF EASY 500G,7.0,560.0,4.0,304.0,0.0,0.0,0.0,0.0,4.0,304.0,2.0,152.0,2.0,191.0,4.0,320.0,2.0,160.0,5.0,384.0,5.0,384.0,2.0,160.0,4.0,320.0
P CHUTE 200ML,7.0,548.0,6.0,455.0,0.0,0.0,7.0,548.0,3.0,236.0,4.0,331.0,8.0,602.0,4.0,297.0,11.0,841.0,4.0,300.0,4.0,321.0,4.0,300.0,8.0,624.0
DABUR PASTE 100G,8.0,544.0,4.0,262.0,0.0,0.0,1.0,68.0,5.0,331.0,5.0,324.0,1.0,65.0,3.0,195.0,6.0,399.0,1.0,65.0,2.0,130.0,7.0,457.0,6.0,408.0
RED LABEL 100G,10.0,541.0,10.0,440.0,0.0,0.0,18.0,966.0,10.0,436.0,14.0,694.0,9.0,396.0,23.0,1197.5,23.0,1242.0,20.0,929.0,16.0,790.5,20.0,989.5,21.0,1129.0
LIZOL 500ML,5.0,535.0,6.0,609.0,0.0,0.0,8.0,842.0,1.0,100.0,7.0,744.0,4.0,336.0,6.0,642.0,2.0,214.0,3.0,244.0,2.0,214.0,2.0,214.0,2.0,214.0
SURF XL 22RS,25.0,532.0,0.0,0.0,0.0,0.0,28.0,560.0,0.0,0.0,17.0,367.0,23.0,500.5,28.0,611.0,23.0,506.0,27.0,588.5,9.0,198.0,12.0,260.0,29.0,580.0
MTR BADAM POW 50,2.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,540.0,1.0,245.0,1.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,810.0,1.0,270.0
RED LABEL NC 250,3.0,516.0,3.0,514.0,0.0,0.0,2.0,344.0,2.0,340.0,2.0,347.0,3.0,512.0,4.0,689.0,3.0,516.0,4.0,686.0,3.0,516.0,3.0,516.0,6.0,1036.0
ARIEL T 1P,3.0,510.0,0.0,0.0,0.0,0.0,4.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,290.0
COPRA,2.696,508.07,3.115,613.8,0.0,0.0,25.245,4585.65,9.46,1994.45,2.69,494.7,2.78,563.2,8.15,1627.85,2.415,463.75,4.01,713.2,1.005,202.95,7.59,1480.15,7.18,1186.9
BARLY 100G,25.0,500.0,11.0,245.0,0.0,0.0,6.0,120.0,7.0,140.0,9.0,220.0,9.0,180.0,1.0,20.0,1.0,20.0,5.0,105.0,8.0,160.0,11.0,240.0,5.0,120.0
MARRE GOLD 10RS,50.0,500.0,0.0,0.0,0.0,0.0,53.0,530.0,0.0,0.0,52.0,520.0,3.0,30.0,34.0,340.0,49.0,490.0,17.1,171.0,23.0,230.0,38.0,380.0,24.0,240.0
HAMAM SOAP,8.0,485.0,3.0,108.5,0.0,0.0,3.0,195.0,0.0,0.0,0.0,0.0,4.0,138.0,0.0,0.0,3.0,120.0,4.0,169.5,1.0,34.5,1.0,63.0,8.0,320.0
BOOST 1KG,1.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARIEL 1 KG,2.0,480.0,0.0,0.0,0.0,0.0,3.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0
KRISHNA 100ML,5.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAIR N LOVELY 11,2.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,460.0,0.0,0.0,2.0,460.0,0.0,0.0,1.0,236.0,1.0,240.0,0.0,0.0,2.0,460.0
MY SANDLE B,7.0,462.0,1.0,66.0,0.0,0.0,13.0,883.0,12.0,793.0,3.0,200.5,6.0,396.0,19.0,1254.0,2.0,133.0,12.0,794.0,9.0,606.0,3.0,198.0,2.0,132.0
HORLICKS 1KG,1.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
HORLICKS 500G,2.0,460.0,1.0,215.0,0.0,0.0,1.0,225.0,2.0,425.0,1.0,215.0,0.0,0.0,2.0,450.0,2.0,450.0,1.0,215.0,1.0,220.0,2.0,445.0,0.0,0.0
SAIGO,3.25,450.0,3.8,385.0,0.525,63.0,0.5,60.0,4.2,460.0,1.5,181.25,5.75,565.0,8.25,1198.5,0.75,105.0,6.5,800.0,1.75,215.0,5.0,660.0,1.0,152.5
FORTUNE RC,3.0,450.0,3.0,504.0,0.0,0.0,4.0,576.0,0.0,0.0,2.0,316.0,4.0,642.0,5.0,718.0,2.0,288.0,6.0,932.0,1.0,158.0,3.0,466.0,5.0,738.0
CASHW 250GM,2.0,450.0,0.0,0.0,0.0,0.0,5.0,1220.0,0.0,0.0,4.0,980.0,4.0,1095.0,1.0,265.0,3.0,755.0,1.0,245.0,2.0,530.0,9.0,2220.0,0.0,0.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,2.0,630.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,7.0,418.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,2.0,550.0,1.0,145.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,2.0,630.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,7.0,418.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,5.0,1575.0,4.0,546.0,1.0,145.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,2.0,630.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,7.0,418.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,7.0,418.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,7.0,418.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,7.0,418.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,7.0,441.0,0.0,0.0,0.0,0.0,4.0,1260.0,0.0,0.0,4.0,1175.0,0.0,0.0,6.0,1900.0,12.0,756.0,2.0,550.0,7.0,418.0,12.0,725.0,10.0,629.0
